POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
561-03070,-,0,Grey,SS,Y,N,SFMTA,ON,0,307,MAIN ST,8630000,Area 5,South Embarcadero,"(37.7892520976, -122.3915657007)"
520-04055,520-04050,5,Yellow,MS,N,N,SFMTA,ON,0,409,KEARNY ST,7754000,Area 5,Downtown,"(37.7921138973, -122.4043967013)"
568-14200,-,0,Grey,SS,N,N,SFMTA,ON,0,1420,MISSION ST,9108000,Area 2,,"(37.7748162978, -122.4166124982)"
520-05231,520-05120,6,Yellow,MS,N,N,SFMTA,ON,0,524,KEARNY ST,7755000,Area 5,Downtown,"(37.7934452006, -122.4045062025)"
568-12240,-,0,Grey,SS,N,N,SFMTA,ON,0,1224,MISSION ST,9103000,Area 2,,"(37.7769902003, -122.4138711018)"
331-05890,-,0,Grey,SS,Y,N,SFMTA,ON,0,589,BRYANT ST,3284000,Area 5,South Embarcadero,"(37.7796793998, -122.3977576026)"
418-07200,-,0,Grey,SS,N,N,SFMTA,ON,0,720,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7833829996, -122.3995915015)"
444-03033,444-03030,3,Red,MS,N,N,SFMTA,ON,0,303,GRANT AVE,6387000,Area 5,Downtown,"(37.7898511064, -122.4055189155)"
568-13320,-,0,Grey,SS,N,N,SFMTA,ON,0,1332,MISSION ST,9106000,Area 2,,"(37.7756676980, -122.4155371000)"
571-07060,571-07002,6,Grey,MS,Y,N,SFMTA,ON,0,706,MONTGOMERY ST,9306000,Area 5,Downtown,"(37.7957804994, -122.4033124016)"
467-00250,467-00003,25,Grey,MS,Y,N,SFMTA,ON,0,25,HICKORY ST,6898000,Area 5,Civic Center,"(37.7757309982, -122.4205430017)"
401-01370,-,0,Grey,SS,N,N,SFMTA,ON,0,137,ELLIS ST,5171000,Area 1,,"(37.7852892009, -122.4089958013)"
401-02400,-,0,Red,SS,N,N,SFMTA,ON,0,240,ELLIS ST,5172000,Area 1,,"(37.7851703008, -122.4108722021)"
401-09400,-,0,Grey,SS,N,N,SFMTA,ON,0,940,ELLIS ST,5180000,Area 3,,"(37.7837067981, -122.4224394017)"
442-00450,-,0,Grey,SS,N,N,SFMTA,ON,0,45,GOLDEN GATE AVE,6259000,Area 2,,"(37.7820485000, -122.4118707997)"
212-00700,-,0,Yellow,SS,N,N,SFMTA,ON,0,70,12TH ST,541000,Area 2,,"(37.7734449011, -122.4192072001)"
593-04010,-,0,Red,SS,N,N,SFMTA,ON,0,401,OFARRELL ST,9727000,Area 2,,"(37.7859378987, -122.4114693009)"
593-05300,-,0,Grey,SS,N,N,SFMTA,ON,0,530,OFARRELL ST,9729000,Area 3,,"(37.7857188013, -122.4140199979)"
593-05440,-,0,Red,SS,N,N,SFMTA,ON,0,544,OFARRELL ST,9729000,Area 3,,"(37.7856631008, -122.4144559016)"
593-06320,-,0,Grey,SS,N,N,SFMTA,ON,0,632,OFARRELL ST,9732000,Area 3,,"(37.7854994972, -122.4157495980)"
209-00330,-,0,Grey,SS,N,N,SFMTA,ON,0,33,09TH ST,446000,Area 2,,"(37.7769272019, -122.4154379980)"
208-01530,-,0,Green,SS,N,N,SFMTA,ON,0,153,08TH ST,408000,Area 2,,"(37.7765189976, -122.4118320976)"
418-08420,-,0,Yellow,SS,N,N,SFMTA,ON,0,842,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7812631995, -122.4022743979)"
423-01210,423-01001,21,Grey,MS,Y,N,SFMTA,ON,0,121,FULTON ST,5881000,Area 5,Civic Center,"(37.7795989454, -122.4155345354)"
423-01670,423-01005,67,Grey,MS,Y,N,SFMTA,ON,0,167,FULTON ST,5881000,Area 5,Civic Center,"(37.7794900973, -122.4163666011)"
201-00130,-,0,Yellow,SS,N,N,SFMTA,ON,0,13,01ST ST,100000,Area 5,Downtown,"(37.7906859004, -122.3986003974)"
616-11010,-,0,Grey,SS,N,N,SFMTA,ON,0,1101,POWELL ST,10688000,Area 3,,"(37.7948283990, -122.4098272973)"
563-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,MCALLISTER ST,8891000,Area 5,Civic Center,"(37.7807039981, -122.4159068984)"
411-00310,411-00003,31,Grey,MS,Y,N,SFMTA,ON,0,31,FELL ST,5439000,Area 5,Civic Center,"(37.7763817021, -122.4188670010)"
681-01080,-,0,Red,SS,N,N,SFMTA,ON,0,108,TAYLOR ST,12427000,Area 1,,"(37.7835363996, -122.4107488987)"
328-00230,-,0,Red,SS,N,N,SFMTA,ON,0,23,BEALE ST,2863000,Area 5,Downtown,"(37.7919407998, -122.3966702015)"
202-01300,-,0,Grey,SS,N,N,SFMTA,ON,0,130,02ND ST,133000,Area 5,Downtown,"(37.7873736014, -122.3991246016)"
202-01470,-,0,Grey,SS,N,N,SFMTA,ON,0,147,02ND ST,134000,Area 5,Downtown,"(37.7872204025, -122.3986749013)"
350-03100,-,0,Red,SS,N,N,SFMTA,ON,0,310,CALIFORNIA ST,3527000,Area 5,Downtown,"(37.7932328981, -122.4003665985)"
350-03160,-,0,Yellow,SS,N,N,SFMTA,ON,0,316,CALIFORNIA ST,3527000,Area 5,Downtown,"(37.7932074004, -122.4005668980)"
350-04320,-,0,Yellow,SS,N,N,SFMTA,ON,0,432,CALIFORNIA ST,3529000,Area 5,Downtown,"(37.7929856990, -122.4021911991)"
606-02030,-,0,Red,SS,N,N,SFMTA,ON,0,203,PINE ST,10455000,Area 5,Downtown,"(37.7921712016, -122.4000118987)"
606-02050,-,0,Red,SS,N,N,SFMTA,ON,0,205,PINE ST,10455000,Area 5,Downtown,"(37.7921631996, -122.4000747015)"
606-02140,-,0,Red,SS,N,N,SFMTA,ON,0,214,PINE ST,10455000,Area 5,Downtown,"(37.7922308025, -122.4003900007)"
606-03200,-,0,Red,SS,N,N,SFMTA,ON,0,320,PINE ST,10457000,Area 5,Downtown,"(37.7920704008, -122.4016454981)"
606-03220,-,0,Red,SS,N,N,SFMTA,ON,0,322,PINE ST,10457000,Area 5,Downtown,"(37.7920622983, -122.4017120001)"
331-05090,-,0,Grey,SS,Y,N,SFMTA,ON,0,509,BRYANT ST,3282000,Area 5,South Embarcadero,"(37.7810349994, -122.3960346018)"
651-01040,-,0,Red,SS,N,N,SFMTA,ON,0,104,SANSOME ST,11543000,Area 5,Downtown,"(37.7914032013, -122.4007134975)"
651-01210,-,0,Yellow,SS,N,N,SFMTA,ON,0,121,SANSOME ST,11543000,Area 5,Downtown,"(37.7917053019, -122.4009347015)"
651-02170,-,0,Yellow,SS,N,N,SFMTA,ON,0,217,SANSOME ST,11544000,Area 5,Downtown,"(37.7926436000, -122.4011265018)"
651-02210,-,0,Yellow,SS,N,N,SFMTA,ON,0,221,SANSOME ST,11544000,Area 5,Downtown,"(37.7927571022, -122.4011497979)"
651-02260,-,0,Yellow,SS,N,N,SFMTA,ON,0,226,SANSOME ST,11544000,Area 5,Downtown,"(37.7928300974, -122.4010087975)"
666-00130,-,0,Yellow,SS,N,N,SFMTA,ON,0,13,SUTTER ST,12316000,Area 5,Downtown,"(37.7901262016, -122.4010833015)"
350-01110,-,0,Grey,SS,N,N,SFMTA,ON,0,111,CALIFORNIA ST,3525000,Area 5,Downtown,"(37.7933748987, -122.3980578982)"
328-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,BEALE ST,2865000,Area 5,Downtown,"(37.7890394029, -122.3933197148)"
471-05270,-,0,Grey,SS,Y,N,SFMTA,ON,0,527,HARRISON ST,6712000,Area 5,South Embarcadero,"(37.7854899027, -122.3935008028)"
471-05350,-,0,Grey,SS,Y,N,SFMTA,ON,0,535,HARRISON ST,6712000,Area 5,South Embarcadero,"(37.7853673984, -122.3936557003)"
471-05980,-,0,Grey,SS,Y,N,SFMTA,ON,0,598,HARRISON ST,6713000,Area 5,South Embarcadero,"(37.7844692998, -122.3951178004)"
422-01270,-,0,Yellow,SS,N,N,SFMTA,ON,0,127,FRONT ST,5868000,Area 5,Downtown,"(37.7931759012, -122.3988268987)"
328-02450,-,0,Grey,SS,N,N,SFMTA,ON,0,245,BEALE ST,2865000,Area 5,Downtown,"(37.7889566020, -122.3929107000)"
470-00650,-,0,Grey,SS,Y,N,SFMTA,ON,0,65,HOWARD ST,7028000,Area 5,Downtown,"(37.7915389993, -122.3920834006)"
470-01180,-,0,Grey,SS,Y,N,SFMTA,ON,0,118,HOWARD ST,7029000,Area 5,Downtown,"(37.7908810066, -122.3931943329)"
566-04060,-,0,Yellow,SS,Y,N,SFMTA,ON,0,406,MERCHANT ST,8984000,Area 5,Downtown,"(37.7954382998, -122.4007322003)"
336-05050,-,0,Red,SS,N,N,SFMTA,ON,0,505,BUSH ST,3431000,Area 5,Downtown,"(37.7904685018, -122.4057707020)"
418-05310,-,0,Grey,SS,Y,N,SFMTA,ON,0,531,FOLSOM ST,5658000,Area 5,South Embarcadero,"(37.7865877979, -122.3952255973)"
720-01140,-,0,Grey,SS,Y,N,SFMTA,ON,0,114,WASHINGTON ST,13404000,Area 5,Downtown,"(37.7963097998, -122.3975671993)"
658-01500,-,0,Red,SS,N,N,SFMTA,ON,0,150,SPEAR ST,12045000,Area 5,Downtown,"(37.7913682991, -122.3927201011)"
471-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,HARRISON ST,6709000,Area 5,South Embarcadero,"(37.7878999011, -122.3907782991)"
614-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,POST ST,10627000,Area 5,Downtown,"(37.7886930023, -122.4056442023)"
658-01910,-,0,Red,SS,N,N,SFMTA,ON,0,191,SPEAR ST,12045000,Area 5,Downtown,"(37.7915376023, -122.3926761017)"
658-02040,-,0,Green,SS,Y,N,SFMTA,ON,0,204,SPEAR ST,12046000,Area 5,Downtown,"(37.7911012013, -122.3923851994)"
568-06180,-,0,Grey,SS,Y,N,SFMTA,ON,0,618,MISSION ST,9092000,Area 5,Downtown,"(37.7876674988, -122.4003499017)"
614-02330,-,0,Red,SS,N,N,SFMTA,ON,0,233,POST ST,10627000,Area 5,Downtown,"(37.7885007997, -122.4063397997)"
614-03180,-,0,Red,SS,N,N,SFMTA,ON,0,318,POST ST,10628000,Area 5,Downtown,"(37.7884457977, -122.4076145978)"
201-00430,-,0,Yellow,SS,N,N,SFMTA,ON,0,43,01ST ST,102000,Area 5,Downtown,"(37.7901242011, -122.3978858010)"
201-01300,-,0,Grey,SS,N,N,SFMTA,ON,0,130,01ST ST,105000,Area 5,Downtown,"(37.7891879984, -122.3969636017)"
209-04620,-,0,Black,SS,N,N,SFMTA,ON,0,462,09TH ST,458000,MC3,,"(37.7713775997, -122.4087792018)"
440-06210,-,0,Red,SS,N,N,SFMTA,ON,0,621,GEARY ST,6114000,Area 3,,"(37.7865679999, -122.4139748027)"
681-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,TAYLOR ST,12430000,Area 1,,"(37.7864179023, -122.4113241990)"
350-17080,-,0,Grey,SS,N,N,SFMTA,ON,0,1708,CALIFORNIA ST,3550000,Area 3,,"(37.7903941990, -122.4228033998)"
353-00050,-,0,Yellow,SS,N,N,SFMTA,ON,0,5,CEDAR ST,3855000,Area 3,,"(37.7864988995, -122.4184815005)"
590-00440,590-00006,44,Grey,MS,Y,N,SFMTA,ON,0,44,OAK ST,9750000,Area 5,Civic Center,"(37.7753569976, -122.4204875973)"
590-00460,590-00006,46,Grey,MS,Y,N,SFMTA,ON,0,46,OAK ST,9750000,Area 5,Civic Center,"(37.7753521026, -122.4205255003)"
590-00560,590-00008,56,Grey,MS,Y,N,SFMTA,ON,0,56,OAK ST,9750000,Area 5,Civic Center,"(37.7753258002, -122.4207321980)"
330-08380,-,0,Grey,SS,N,N,SFMTA,ON,0,838,BRANNAN ST,3088000,Area 3,,"(37.7722790007, -122.4043364019)"
208-05550,-,0,Grey,SS,N,N,SFMTA,ON,0,555,08TH ST,416000,Area 3,,"(37.7715533011, -122.4056087022)"
208-06300,-,0,Grey,SS,N,N,SFMTA,ON,0,630,08TH ST,417000,Area 3,,"(37.7706467983, -122.4047679973)"
205-05170,-,0,Grey,SS,Y,N,SFMTA,ON,0,517,05TH ST,304000,Area 5,South Embarcadero,"(37.7774920025, -122.3997604025)"
671-01120,671-01002,12,Grey,MS,Y,N,SFMTA,ON,0,112,SOUTH PARK,12010000,Area 5,South Embarcadero,"(37.7809851997, -122.3948395994)"
671-01150,671-01001,15,Grey,MS,Y,N,SFMTA,ON,0,115,SOUTH PARK,12010000,Area 5,South Embarcadero,"(37.7808561017, -122.3947331996)"
671-01070,671-01001,7,Grey,MS,Y,N,SFMTA,ON,0,107,SOUTH PARK,12010000,Area 5,South Embarcadero,"(37.7809253027, -122.3946455975)"
209-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,09TH ST,448000,Area 2,,"(37.7760038057, -122.4145822171)"
209-01280,-,0,Green,SS,N,N,SFMTA,ON,0,128,09TH ST,449000,Area 2,,"(37.7756458034, -122.4141331147)"
720-16020,-,0,Grey,SS,N,N,SFMTA,ON,0,1602,WASHINGTON ST,13431000,Area 3,,"(37.7935062990, -122.4197378975)"
686-02340,-,0,Grey,SS,N,N,SFMTA,ON,0,234,TURK ST,12718000,Area 2,,"(37.7829198995, -122.4135607981)"
686-02350,-,0,Grey,SS,N,N,SFMTA,ON,0,235,TURK ST,12718000,Area 2,,"(37.7827999991, -122.4135241021)"
520-09050,520-09001,5,Grey,MS,Y,N,SFMTA,ON,0,905,KEARNY ST,7761000,Area 2,,"(37.7964566004, -122.4052728002)"
520-09190,520-09001,17,Grey,MS,Y,N,SFMTA,ON,0,919,KEARNY ST,7761000,Area 2,,"(37.7967777000, -122.4053372012)"
664-10070,-,0,Yellow,SS,N,N,SFMTA,ON,0,1007,STOCKTON ST,12206000,Area 2,,"(37.7951666982, -122.4082038009)"
209-01400,-,0,Grey,SS,N,N,SFMTA,ON,0,140,09TH ST,449000,Area 2,,"(37.7754710072, -122.4139138162)"
209-01580,-,0,Grey,SS,N,N,SFMTA,ON,0,158,09TH ST,450000,Area 2,,"(37.7751730026, -122.4135400169)"
209-02490,-,0,Grey,SS,N,N,SFMTA,ON,0,249,09TH ST,453000,Area 2,,"(37.7741767027, -122.4119850003)"
502-05160,-,0,Grey,SS,N,N,SFMTA,ON,0,516,JONES ST,7570000,Area 2,,"(37.7862639994, -122.4129882024)"
502-08040,-,0,Grey,SS,N,N,SFMTA,ON,0,804,JONES ST,7575000,Area 2,,"(37.7888049007, -122.4134998002)"
502-08160,-,0,Grey,SS,N,N,SFMTA,ON,0,816,JONES ST,7575000,Area 2,,"(37.7891148020, -122.4135645979)"
502-08240,-,0,Green,SS,N,N,SFMTA,ON,0,824,JONES ST,7575000,Area 2,,"(37.7893516020, -122.4136142020)"
614-06180,-,0,Grey,SS,N,N,SFMTA,ON,0,618,POST ST,10632000,Area 2,,"(37.7878545997, -122.4123935008)"
666-07110,-,0,Yellow,SS,N,N,SFMTA,ON,0,711,SUTTER ST,12325000,Area 2,,"(37.7886848998, -122.4123642982)"
210-02070,-,0,Grey,SS,N,N,SFMTA,ON,0,207,10TH ST,487000,Area 2,,"(37.7738680978, -122.4140016024)"
210-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,10TH ST,487000,Area 2,,"(37.7736392998, -122.4140076988)"
210-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,10TH ST,487000,Area 2,,"(37.7734057017, -122.4137148016)"
720-02080,720-02002,8,Grey,MS,Y,N,SFMTA,ON,0,208,WASHINGTON ST,13405000,Area 5,Downtown,"(37.7961790980, -122.3985936024)"
705-06360,-,0,Grey,SS,N,N,SFMTA,ON,0,636,VALLEJO ST,13094000,Area 3,,"(37.7986477976, -122.4086096973)"
720-08360,-,0,Grey,SS,N,N,SFMTA,ON,0,836,WASHINGTON ST,13417000,Area 2,,"(37.7950344988, -122.4076442977)"
470-12470,-,0,Grey,SS,N,N,SFMTA,ON,0,1247,HOWARD ST,7051000,Area 2,,"(37.7752875005, -122.4126438011)"
470-12570,-,0,Grey,SS,N,N,SFMTA,ON,0,1257,HOWARD ST,7051000,Area 2,,"(37.7751120002, -122.4128655975)"
350-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,CALIFORNIA ST,3534000,Area 2,,"(37.7923304019, -122.4062061028)"
701-13050,-,0,Green,SS,N,N,SFMTA,ON,0,1305,VAN NESS AVE,13155101,Area 3,,"(37.7877391976, -122.4219596998)"
359-08220,-,0,Grey,SS,N,N,SFMTA,ON,0,822,CLAY ST,4090000,Area 2,,"(37.7942156986, -122.4069933982)"
606-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,PINE ST,10465000,Area 2,,"(37.7914024022, -122.4069705994)"
208-00390,-,0,Grey,SS,N,N,SFMTA,ON,0,39,08TH ST,405000,Area 2,,"(37.7779832994, -122.4136692991)"
470-05270,-,0,Yellow,SS,Y,N,SFMTA,ON,0,527,HOWARD ST,7033000,Area 5,Downtown,"(37.7879252982, -122.3966453017)"
470-05660,-,0,Grey,SS,Y,N,SFMTA,ON,0,566,HOWARD ST,7033000,Area 5,Downtown,"(37.7874195007, -122.3975750000)"
420-00420,-,0,Yellow,SS,N,N,SFMTA,ON,0,42,FREMONT ST,5860000,Area 5,Downtown,"(37.7908780024, -122.3973416981)"
420-03390,-,0,Grey,SS,N,N,SFMTA,ON,0,339,FREMONT ST,5864000,Area 5,South Embarcadero,"(37.7872604010, -122.3925230985)"
386-00030,-,0,Yellow,SS,N,N,SFMTA,ON,0,3,DRUMM ST,4970000,Area 5,Downtown,"(37.7938411002, -122.3965492004)"
386-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,DRUMM ST,4970000,Area 5,Downtown,"(37.7943201986, -122.3966464975)"
422-02090,-,0,Red,SS,N,N,SFMTA,ON,0,209,FRONT ST,5869000,Area 5,Downtown,"(37.7937456974, -122.3989434016)"
422-03010,-,0,Yellow,SS,N,N,SFMTA,ON,0,301,FRONT ST,5871000,Area 5,Downtown,"(37.7944296998, -122.3990893026)"
568-03030,-,0,Grey,SS,Y,N,SFMTA,ON,0,303,MISSION ST,9086000,Area 5,Downtown,"(37.7909553003, -122.3959212002)"
568-03180,-,0,Grey,SS,Y,N,SFMTA,ON,0,318,MISSION ST,9086000,Area 5,Downtown,"(37.7907891990, -122.3963953980)"
650-01250,-,0,Yellow,SS,N,N,SFMTA,ON,0,125,SACRAMENTO ST,11220000,Area 5,Downtown,"(37.7944218990, -122.3975729995)"
650-03070,-,0,Red,SS,N,N,SFMTA,ON,0,307,SACRAMENTO ST,11222000,Area 5,Downtown,"(37.7941934028, -122.3993274995)"
650-03130,-,0,Yellow,SS,N,N,SFMTA,ON,0,313,SACRAMENTO ST,11222000,Area 5,Downtown,"(37.7941639991, -122.3995584992)"
650-03250,-,0,Yellow,SS,N,N,SFMTA,ON,0,325,SACRAMENTO ST,11222000,Area 5,Downtown,"(37.7941167028, -122.3999293984)"
568-05710,-,0,Yellow,SS,Y,N,SFMTA,ON,0,571,MISSION ST,9090000,Area 5,Downtown,"(37.7884180983, -122.3991428015)"
201-03240,-,0,Grey,SS,Y,N,SFMTA,ON,0,324,01ST ST,112000,Area 5,South Embarcadero,"(37.7866810997, -122.3938564022)"
201-03350,-,0,Grey,SS,Y,N,SFMTA,ON,0,335,01ST ST,112000,Area 5,South Embarcadero,"(37.7866212026, -122.3934768976)"
444-00250,-,0,Yellow,SS,N,N,SFMTA,ON,0,25,GRANT AVE,6381000,Area 5,Downtown,"(37.7875345004, -122.4050640014)"
201-02130,-,0,Grey,SS,Y,N,SFMTA,ON,0,213,01ST ST,107000,Area 5,Downtown,"(37.7882322994, -122.3954902028)"
201-02510,-,0,Grey,SS,Y,N,SFMTA,ON,0,251,01ST ST,110000,Area 5,Downtown,"(37.7876320993, -122.3947401007)"
650-06230,-,0,Yellow,SS,N,N,SFMTA,ON,0,623,SACRAMENTO ST,11226000,Area 5,Downtown,"(37.7936190021, -122.4038719998)"
470-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,HOWARD ST,7031000,Area 5,Downtown,"(37.7896506012, -122.3947421011)"
720-06180,-,0,Yellow,SS,N,N,SFMTA,ON,0,618,WASHINGTON ST,13410000,Area 5,Downtown,"(37.7954708998, -122.4042198990)"
614-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,POST ST,10624001,Area 5,Downtown,"(37.7891244021, -122.4022528005)"
614-00400,-,0,Yellow,SS,N,N,SFMTA,ON,0,40,POST ST,10624002,Area 5,Downtown,"(37.7889719018, -122.4034640973)"
202-03330,-,0,Grey,SS,Y,N,SFMTA,ON,0,333,02ND ST,139000,Area 5,South Embarcadero,"(37.7849512984, -122.3958098997)"
208-02350,-,0,Yellow,SS,N,N,SFMTA,ON,0,235,08TH ST,410000,Area 2,,"(37.7755984020, -122.4106811003)"
568-11200,-,0,Yellow,SS,N,N,SFMTA,ON,0,1120,MISSION ST,9101000,Area 2,,"(37.7787626990, -122.4116257017)"
418-09580,-,0,Grey,SS,N,N,SFMTA,ON,0,958,FOLSOM ST,5666000,Area 2,,"(37.7791963004, -122.4048932006)"
471-10460,-,0,Grey,SS,N,N,SFMTA,ON,0,1046,HARRISON ST,6726000,Area 3,,"(37.7763925985, -122.4053499975)"
471-10330,-,0,Grey,SS,N,N,SFMTA,ON,0,1033,HARRISON ST,6726000,Area 3,,"(37.7764622019, -122.4049345010)"
203-07040,-,0,Grey,SS,Y,N,SFMTA,ON,0,704,03RD ST,180000,Area 5,South Embarcadero,"(37.7786576011, -122.3926670996)"
594-01150,-,0,Grey,SS,N,N,SFMTA,ON,0,115,OLIVE ST,9919000,Area 3,,"(37.7843957012, -122.4200653003)"
330-04160,-,0,Yellow,SS,Y,N,SFMTA,ON,0,416,BRANNAN ST,3077000,Area 5,South Embarcadero,"(37.7797867999, -122.3948299994)"
571-08100,-,0,Grey,SS,N,N,SFMTA,ON,0,810,MONTGOMERY ST,9308000,Area 2,,"(37.7967538004, -122.4035103989)"
340-00110,-,0,Grey,SS,Y,N,SFMTA,ON,0,11,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7774775018, -122.3959018995)"
340-00210,-,0,Grey,SS,Y,N,SFMTA,ON,0,21,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7773869996, -122.3960168992)"
340-00042,340-00040,2,Grey,MS,Y,N,SFMTA,ON,0,4,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7776320026, -122.3959512019)"
471-08500,-,0,Grey,SS,Y,N,SFMTA,ON,0,850,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7797548984, -122.4010934995)"
463-00060,-,0,Grey,SS,Y,N,SFMTA,ON,0,6,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7856604018, -122.3991460984)"
369-00260,-,0,Yellow,SS,N,N,SFMTA,ON,0,26,CAMPTON PL,3649000,Area 5,Downtown,"(37.7891012010, -122.4061723013)"
340-00642,-,0,Grey,SS,Y,N,SFMTA,ON,0,64,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7765344986, -122.3973652010)"
471-08450,-,0,Grey,SS,Y,N,SFMTA,ON,0,845,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7796406978, -122.4009118021)"
471-08630,-,0,Grey,SS,Y,N,SFMTA,ON,0,863,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7792734028, -122.4013785009)"
551-00400,-,0,Grey,SS,Y,N,SFMTA,ON,0,40,LAPU-LAPU ST,8116000,Area 5,South Embarcadero,"(37.7818879978, -122.3985470996)"
419-02250,-,0,Grey,SS,Y,N,SFMTA,ON,0,225,FRANKLIN ST,5801000,Area 5,Civic Center,"(37.7768552014, -122.4213742015)"
701-09220,-,0,Grey,SS,N,N,SFMTA,ON,0,922,VAN NESS AVE,13151202,Area 3,,"(37.7845298004, -122.4209858009)"
600-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,PACIFIC AVE,10121000,Area 2,,"(37.7973835998, -122.4033057016)"
331-05770,-,0,Black,SS,Y,N,SFMTA,ON,0,577,BRYANT ST,3284000,Area 5,South Embarcadero,"(37.7797728066, -122.3976389151)"
443-09120,443-09002,12,Grey,MS,Y,N,SFMTA,ON,0,912,GOUGH ST,6327000,Area 5,Civic Center,"(37.7819306002, -122.4239122977)"
411-00090,411-00001,9,Grey,MS,Y,N,SFMTA,ON,0,9,FELL ST,5439000,Area 5,Civic Center,"(37.7764641018, -122.4182198008)"
419-11240,-,0,Grey,SS,N,N,SFMTA,ON,0,1124,FRANKLIN ST,5817000,Area 3,,"(37.7853020978, -122.4229038988)"
400-09340,-,0,Grey,SS,N,N,SFMTA,ON,0,934,EDDY ST,5067000,Area 5,Civic Center,"(37.7825521015, -122.4239322019)"
400-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,EDDY ST,5067000,Area 5,Civic Center,"(37.7826069024, -122.4226559007)"
401-04210,-,0,Grey,SS,N,N,SFMTA,ON,0,421,ELLIS ST,5174000,Area 3,,"(37.7846899094, -122.4136785364)"
401-04310,-,0,Grey,SS,N,N,SFMTA,ON,0,431,ELLIS ST,5174000,Area 3,,"(37.7846445074, -122.4140350355)"
401-05240,-,0,Grey,SS,N,N,SFMTA,ON,0,524,ELLIS ST,5176000,Area 3,,"(37.7845985075, -122.4153867348)"
546-05170,-,0,Grey,SS,N,N,SFMTA,ON,0,517,LEAVENWORTH ST,8243000,Area 3,,"(37.7861782973, -122.4148175974)"
525-00513,525-00500,13,Black,MS,Y,N,SFMTA,ON,0,51,KAPLAN LN,7741000,Area 5,Downtown,"(37.7848889985, -122.3988064022)"
644-03300,-,0,Grey,SS,Y,N,SFMTA,ON,0,330,RITCH ST,11040000,Area 5,South Embarcadero,"(37.7790444986, -122.3941221979)"
330-07230,-,0,Grey,SS,N,N,SFMTA,ON,0,723,BRANNAN ST,3083000,Area 3,,"(37.7742349011, -122.4015571025)"
205-06636,205-06630,6,Grey,MS,Y,N,SFMTA,ON,0,663,05TH ST,307000,Area 5,South Embarcadero,"(37.7757011977, -122.3975160976)"
339-03150,-,0,Grey,SS,Y,N,SFMTA,ON,0,315,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7736468938, -122.3959486258)"
339-03090,-,0,Grey,SS,Y,N,SFMTA,ON,0,309,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7737543945, -122.3958123472)"
339-03130,-,0,Grey,SS,Y,N,SFMTA,ON,0,313,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7736840033, -122.3959015810)"
339-03170,-,0,Grey,SS,Y,N,SFMTA,ON,0,317,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7736097843, -122.3959956651)"
339-03030,-,0,Grey,SS,Y,N,SFMTA,ON,0,303,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7738491100, -122.3956922793)"
339-03010,-,0,Grey,SS,Y,N,SFMTA,ON,0,301,BERRY ST,2955000,Area 5,South Embarcadero,"(37.7738836658, -122.3956484699)"
339-02450,-,0,Grey,SS,Y,N,SFMTA,ON,0,245,BERRY ST,2954000,Area 5,South Embarcadero,"(37.7747335405, -122.3945710544)"
339-02530,-,0,Yellow,SS,Y,N,SFMTA,ON,0,253,BERRY ST,2954000,Area 5,South Embarcadero,"(37.7745937639, -122.3947482591)"
339-02590,-,0,Grey,SS,Y,N,SFMTA,ON,0,259,BERRY ST,2954000,Area 5,South Embarcadero,"(37.7744582117, -122.3949201048)"
339-02610,-,0,Grey,SS,Y,N,SFMTA,ON,0,261,BERRY ST,2954000,Area 5,South Embarcadero,"(37.7744212475, -122.3949669653)"
